r,Dept Code,Dept Name,Class Code,Class name,Sub Class Code,Subclass Name,Cy_Sale_Value,SPD,Growth%,Year
SORT-House Hold,5029,SORT-Utility & Storage,1,Cleaning,4,Waste Bins,0,0,0.0%,YTD
SORT-House Hold,5029,SORT-Utility & Storage,2,Storage,1,,0,0,0.0%,YTD
SORT-House Hold,5029,SORT-Utility & Storage,2,Laundry,2,Ironing Boards & Accessories,0,0,0.0%,YTD
SORT-House Hold,5029,SORT-Utility & Storage,3,Storage,1,,0,0,0.0%,YTD
SORT-House Hold,5029,SORT-Utility & Storage,3,Storage,2,,0,0,0.0%,YTD
SORT-House Hold,5029,SORT-Utility & Storage,3,Storage,3,,0,0,0.0%,YTD
SORT-House Hold,5029,SORT-Utility & Storage,3,Storage,4,,0,0,0.0%,YTD
SORT-House Hold,5029,SORT-Utility & Storage,3,Storage,5,,0,0,0.0%,YTD
SORT-House Hold,5029,SORT-Utility & Storage,3,Storage,6,,0,0,0.0%,YTD
SORT-House Hold,5029,SORT-Utility & Storage,3,Storage,7,Shoe Storage,0,0,0.0%,YTD
SORT-House Hold,5029,SORT-Utility & Storage,3,Storage,8,,0,0,0.0%,YTD
SORT-House Hold,5029,SORT-Utility & Storage,3,Storage,9,Tall Hangers & Rails,0,0,0.0%,YTD
SORT-House Hold,5029,SORT-Utility & Storage,3,Storage,10,,0,0,0.0%,YTD
SORT-House Hold,5029,SORT-Utility & Storage,3,Storage,11,Utility Storage,0,0,0.0%,YTD
SORT-House Hold,5030,SORT-Wall Decor,1,,,,0,0,0.0%,YTD
SORT-House Hold,5030,SORT-Wall Decor,2,Mirrors,1,Floor & Wall Mirrors,0,0,0.0%,YTD
SORT-House Hold,5030,SORT-Wall Decor,3,,,,0,0,0.0%,YTD
SORT-House Hold,5030,SORT-Wall Decor,4,Wall Art,1,Wall Art & Frames,0,0,0.0%,YTD
SORT-House Hold,5039,SORT-Appliances,1,,1,,0,0,0.0%,YTD
SORT-House Hold,5039,SORT-Appliances,1,Large Appliances,2,Cooking Ranges,0,0,0.0%,YTD
SORT-House Hold,5039,SORT-Appliances,1,Large Appliances,3,,0,0,0.0%,YTD
SORT-House Hold,5039,SORT-Appliances,1,Large Appliances,4,Refrigerators & Freezers,0,0,0.0%,YTD
SORT-House Hold,5039,SORT-Appliances,2,Home Appliances,1,Vacuum Cleaners,0,0,0.0%,YTD
SORT-House Hold,5039,SORT-Appliances,2,Home Appliances,2,,0,0,0.0%,YTD
SORT-House Hold,5039,SORT-Appliances,2,Home Appliances,3,,0,0,0.0%,YTD
SORT-House Hold,5039,SORT-Appliances,2,Home Appliances,4,Room Heaters,0,0,0.0%,YTD
SORT-House Hold,5039,SORT-Appliances,2,Home Appliances,5,,0,0,0.0%,YTD
SORT-House Hold,5039,SORT-Appliances,2,Home Appliances,6,,0,0,0.0%,YTD
SORT-House Hold,5039,SORT-Appliances,2,Home Appliances,7,,0,0,0.0%,YTD
SORT-House Hold,5039,SORT-Appliances,2,Home Appliances,8,,0,0,0.0%,YTD
SORT-House Hold,5039,SORT-Appliances,2,Home Appliances,9,,0,0,0.0%,YTD
SORT-House Hold,5039,SORT-Appliances,2,Home Appliances,10,,0,0,0.0%,YTD
SORT-House Hold,5039,SORT-Appliances,2,Home Appliances,11,Water Dispensers,0,0,0.0%,YTD
SORT-House Hold,5039,SORT-Appliances,3,Kitchen Appliances,1,Microwave Ovens,0,0,0.0%,YTD
SORT-House Hold,5039,SORT-Appliances,3,Kitchen Appliances,2,Air Fryers,0,0,0.0%,YTD
SORT-House Hold,5039,SORT-Appliances,3,Kitchen Appliances,3,Food Processors,0,0,0.0%,YTD
SORT-House Hold,5039,SORT-Appliances,3,Kitchen Appliances,4,Electric Kettles,0,0,0.0%,YTD
SORT-House Hold,5039,SORT-Appliances,3,Kitchen Appliances,5,Coffee Machines,0,0,0.0%,YTD
SORT-House Hold,5039,SORT-Appliances,3,Kitchen Appliances,6,Other Kitchen Appliances,0,0,0.0%,YTD
SORT-House Hold,5039,SORT-Appliances,4,,,,0,0,0.0%,YTD
SORT-House Hold,5039,SORT-Appliances,5,,,,0,0,0.0%,YTD
SORT-House Hold,5039,SORT-Appliances,6,,,,0,0,0.0%,YTD
SORT-House Hold,5039,SORT-Appliances,7,Smart Home,1,Smart Lighting,0,0,0.0%,YTD
SORT-House Hold,5039,SORT-Appliances,7,Smart Home,2,Security Cameras,0,0,0.0%,YTD
SORT-House Hold,5039,SORT-Appliances,7,Smart Home,3,,0,0,0.0%,YTD
SORT-Kids,5031,SORT-Kids Furniture,1,Kids Beds,1,,0,0,0.0%,YTD
SORT-Kids,5031,SORT-Kids Furniture,1,Kids Beds,2,Kids Beds,0,0,0.0%,YTD
SORT-Kids,5031,SORT-Kids Furniture,1,Kids Beds,3,,0,0,0.0%,YTD
SORT-Kids,5031,SORT-Kids Furniture,1,Kids Beds,4,Toddler Beds,0,0,0.0%,YTD
SORT-Kids,5031,SORT-Kids Furniture,3,Nursery,1,Cots,0,0,0.0%,YTD
SORT-Kids,5031,SORT-Kids Furniture,4,Room Furniture & Storage,1,,0,0,0.0%,YTD
SORT-Kids,5031,SORT-Kids Furniture,4,Room Furniture & Storage,2,Kids Bookcases,0,0,0.0%,YTD
SORT-Kids,5031,SORT-Kids Furniture,4,Room Furniture & Storage,3,,0,0,0.0%,YTD
SORT-Kids,5031,SORT-Kids Furniture,4,Room Furniture & Storage,4,,0,0,0.0%,YTD
SORT-Kids,5031,SORT-Kids Furniture,4,Room Furniture & Storage,5,,0,0,0.0%,YTD
SORT-Kids,5031,SORT-Kids Furniture,4,Room Furniture & Storage,6,,0,0,0.0%,YTD
SORT-Kids,5031,SORT-Kids Furniture,4,Room Furniture & Storage,7,,0,0,0.0%,YTD
SORT-Kids,5031,SORT-Kids Furniture,4,Room Furniture & Storage,8,Kids Storage,0,0,0.0%,YTD
SORT-Kids,5032,SORT-Room Decor,2,Floor Covering,1,,0,0,0.0%,YTD
SORT-Kids,5032,SORT-Room Decor,2,Floor Covering,2,,0,0,0.0%,YTD
SORT-Kids,5032,SORT-Room Decor,3,Lighting,1,,0,0,0.0%,YTD
SORT-Kids,5032,SORT-Room Decor,3,Lighting,3,,0,0,0.0%,YTD
SORT-Kids,5032,SORT-Room Decor,3,Lighting,4,Table Lamps,0,0,0.0%,YTD
SORT-Kids,5033,SORT-Soft Furnishing,1,Bed Linen,1,,0,0,0.0%,YTD
SORT-Kids,5033,SORT-Soft Furnishing,1,Bed Linen,2,Blankets & Quilts,0,0,0.0%,YTD
SORT-Kids,5034,SORT-Toys & Activities,1,Activities,1,Learning,0,0,0.0%,YTD
SORT-Kids,5034,SORT-Toys & Activities,1,Activities,2,Tents,0,0,0.0%,YTD
SORT-Kids,5034,SORT-Toys & Activities,2,Kids Toys,1,Hard Toys,-8,0,0.0%,YTD
SORT-Kids,5035,SORT-Utility & Storage,2,Eat & Drink,1,Food Storage,0,0,0.0%,YTD
SORT-Kids,5035,SORT-Utility & Storage,2,Eat & Drink,2,Tableware,0,0,0.0%,YTD
SORT-Kids,5035,SORT-Utility & Storage,2,Eat & Drink,3,Water Bottles & Lunchboxes,0,0,0.0%,YTD
SORT-Kids,5036,SORT-Travel,3,Eat & Drink,1,Travel Accessories,0,0,0.0%,YTD
,,,,,,,,,,
,,,,,,,,,,
